"Deal_ID","Created_Date","Close_Date","Fiscal_Year","Quarter","Month","Sales_Rep","Manager","Region","City","Customer_Name","Industry","Customer_Type","Is_New_Customer","Product_Name","Product_Category","Deal_Size_Tier","Pipeline_Stage","Win_Probability_%","Deal_Status","Contract_Value_VND","Discount_%","Discount_Amount_VND","Net_Revenue_VND","Cost_of_Sale_VND","Gross_Profit_VND","Gross_Margin_%","Payment_Terms","Payment_Collected_VND","Outstanding_Balance_VND","Sales_Cycle_Days","Lead_Source","Lost_Reason","Forecast_Category","Activities_Count","Last_Activity_Date","Customer_Satisfaction","NPS_Score","Contract_Renewed","Upsell_Opportunity","Next_Follow_Up_Date","Notes"
"DEAL-00058",2024-04-18,2024-10-13,"FY2024","Q2","Apr","Dương Thị Hạnh","Ngô Văn Phú","Tây Nguyên","Nha Trang","Tập đoàn Đà Nẵng","Retail","B2B","Yes","Mobile App Development","Services","Enterprise","Closed Lost",0,"Lost",4170770000,16.3,679836000,3490934000,1684027000,1806907000,51.76,"Milestone",418912000,3072022000,178,"Event/Trade Show","Timeline not ready","Omitted",26,2024-09-26,3.3,10,"No","Yes",,
"DEAL-00059",2024-03-27,2024-08-20,"FY2024","Q1","Mar","Trần Thị Lan","Bùi Thị Mai","Tây Nguyên","Hà Nội","Công ty CP Thái Bình Dương","Healthcare","B2B","No","Cloud Hosting Package","Cloud","Enterprise","Prospecting",5,"Open",3830073000,14.8,566851000,3263222000,883028000,2380194000,72.94,"Upfront",326322000,2936900000,146,"Digital Lead","N/A","Pipeline",7,2024-08-19,3.9,16,"No","Yes",2024-11-15,"Cần demo sản phẩm"
"DEAL-00060",2024-08-08,2024-11-24,"FY2024","Q3","Aug","Lý Thị Bích","Lê Văn Minh","Tây Nguyên","Đồng Nai","Công ty TNHH Bảo Việt","Real Estate","B2G","No","IT Infrastructure","Hardware","Mid-Market","Qualification",15,"Open",750612000,5.7,42785000,707827000,151475000,556352000,78.6,"Annual Subscription",63704000,644123000,108,"Direct Sales","N/A","Pipeline",17,2024-11-19,1.2,-43,"No","No",2025-01-01,"Cần demo sản phẩm"
"DEAL-DUPLICATE",2025-01-10,2024-12-31,"FY2024","Q3","Sep","Lý Thị Bích","Ngô Văn Phú","Miền Bắc","Cần Thơ",,"Other","B2G","No","POS System","Hardware","Mid-Market","Needs Analysis",30,"Open",448865000,8.7,39051000,409814000,104052000,305762000,74.61,"Milestone",28687000,381127000,157,"Digital Lead","N/A","Pipeline",11,2024-12-24,3.5,-16,"No","No",2025-01-14,"Khách hàng tiềm năng cao"
"DEAL-00062",2024-07-20,2024-09-21,"FY2024","Q3","Jul","Ngô Văn Phú","Lê Văn Minh","Miền Nam","Nha Trang","Công ty CP Cần Thơ Holdings","Technology","B2B","No","Accounting Software","Software","Mid-Market","Closed Won",100,"Won",870971000,15.2,132388000,738583000,164704000,573879000,77.7,"Net 60",494851000,243732000,63,"Partner Referral","N/A","Closed",25,2024-09-12,4,61,"No","Yes",,
"DEAL-00063",2024-10-08,2024-12-10,"FY2024","Q4","Oct","Nguyễn Văn Hùng","Bùi Thị Mai","Miền Bắc","Bình Dương","Công ty TNHH Long An","Real Estate","B2G","No","Digital Marketing Service","Services","Mid-Market","Negotiation",75,"Open",546451000,3.1,16940000,529511000,123164000,406347000,76.74,"Annual Subscription",116492000,413019000,63,"Cold Outreach","N/A","Best Case",8,2024-12-07,2,-38,"No","Yes",2025-01-26,"Khách hàng tiềm năng cao"
"DEAL-00064",2024-01-22,2024-03-10,"FY2024","Q1","Jan","Trần Văn Tuấn","Bùi Thị Mai","Tây Nguyên","Cần Thơ","Công ty CP Kim Long","Technology","B2G","No","CRM System","Software","Enterprise","Prospecting",5,"Open",2594605000,17.1,443677000,2150928000,827462000,1323466000,61.53,"Net 30",258111000,1892817000,48,"Cold Outreach","N/A","Pipeline",29,2024-03-08,4,-34,"No","Yes",2024-05-19,"Khách hàng tiềm năng cao"
"DEAL-00065",2024-07-03,2024-11-25,"FY2024","Q3","Jul","Đinh Văn Quân","Phạm Thị Thu","Tây Nguyên","Nha Trang","Tập đoàn Huế","F&B","B2B","No","Mobile App Development","Services","Enterprise","Negotiation",75,"Open",4014563000,8.3,333209000,3681354000,889783000,2791571000,75.83,"Net 30",73627000,3607727000,145,"Cold Outreach","N/A","Best Case",11,2024-11-13,2.7,-48,"No","Yes",2025-01-06,"Cần demo sản phẩm"
"DEAL-00066",2024-09-01,2024-12-31,"FY2024","Q3","Sep","Đặng Văn Nam","Vũ Thị Hoa","Miền Bắc","Bình Dương","Công ty TNHH Bảo Việt","Technology","B2B","No","Data Analytics Platform","Software","Enterprise","Qualification",15,"Open",1248422000,7.6,94880000,1153542000,265776000,887766000,76.96,"Monthly Subscription",253779000,899763000,165,"Upsell/Cross-sell","N/A","Pipeline",30,2024-12-21,2.5,4,"No","No",2025-02-27,"Đang chờ phê duyệt ngân sách"
"DEAL-00067",2024-05-02,2024-10-15,"FY2024","Q2","May","Hoàng Văn Đức","Trần Thị Lan","Tây Nguyên","Hà Nội","Công ty CP Đông Phong","Retail","B2B","No","ERP Software License","Software","Enterprise","Qualification",15,"Open",2854007000,0.2,5708000,2848299000,667356000,2180943000,76.57,"Net 60",398762000,2449537000,166,"Inbound Lead","N/A","Pipeline",18,2024-09-19,2,-29,"No","No",2024-12-12,
"DEAL-00068",2024-09-12,2024-12-31,"FY2024","Q3","Sep","Hoàng Văn Đức","Đặng Văn Nam","Tây Nguyên","Đà Nẵng","Công ty CP Cần Thơ Holdings","Construction","B2B","Yes","Cloud Hosting Package","Cloud","Mid-Market","Qualification",15,"Open",486923000,6.9,33598000,453325000,178066000,275259000,60.72,"Monthly Subscription",58932000,394393000,145,"Partner Referral","N/A","Pipeline",23,2024-12-02,2.8,-46,"No","Yes",2025-03-15,"Cần demo sản phẩm"
"DEAL-00069",2024-04-10,2024-05-23,"FY2024","Q2","Apr","Ngô Văn Phú","Dương Thị Hạnh","Tây Nguyên","Hải Phòng","Công ty TNHH Bảo Việt","Technology","B2G","No","Digital Marketing Service","Services","SMB","Proposal",50,"Open",27984000,14.1,3946000,24038000,4964000,19074000,79.35,"Milestone",1923000,22115000,43,"Direct Sales","N/A","Best Case",22,2024-05-11,2.1,16,"No","No",2024-06-02,
"DEAL-00070",2024-09-07,2024-12-04,"FY2024","Q3","Sep","Dương Thị Hạnh","Dương Thị Hạnh","Miền Nam","Hồ Chí Minh","Tập đoàn Bình Dương","Logistics","B2B","Yes","Digital Marketing Service","Services","SMB","Qualification",15,"Open",18243000,9.5,1733000,16510000,6203000,10307000,62.43,"Milestone",2311000,14199000,88,"Inbound Lead","N/A","Pipeline",12,2024-11-24,2.2,-11,"No","No",2025-01-19,
"DEAL-00071",2024-12-25,2024-12-31,"FY2024","Q4","Dec","Bùi Thị Mai","Dương Thị Hạnh","Miền Nam","Hải Phòng","Tập đoàn Huế","Healthcare","B2B","No","Cybersecurity Package","Security","Enterprise","Proposal",50,"Open",3777333000,7.1,268191000,3509142000,765344000,2743798000,78.19,"Annual Subscription",70183000,3438959000,59,"Event/Trade Show","N/A","Best Case",9,2024-12-19,1.8,1,"No","No",2025-01-10,
"DEAL-00072",2024-04-11,2024-05-03,"FY2024","Q2","Apr","Ngô Văn Phú","Lê Văn Minh","Tây Nguyên","Hồ Chí Minh","Công ty TNHH Minh Phát","Technology","B2B","No","CRM System","Software","SMB","Qualification",15,"Open",168587000,1.7,2866000,165721000,70895000,94826000,57.22,"Milestone",41430000,124291000,22,"Cold Outreach","N/A","Pipeline",26,2024-05-03,1.6,6,"No","No",2024-07-15,
"DEAL-00073",2024-04-05,2024-09-21,"FY2024","Q2","Apr","Phạm Thị Thu","Dương Thị Hạnh","Miền Nam","Đồng Nai","Tập đoàn An Khang","Retail","B2B","No","Cybersecurity Package","Security","Mid-Market","Negotiation",75,"Open",329855000,19.6,64652000,265203000,121622000,143581000,54.14,"Net 60",39780000,225423000,169,"Partner Referral","N/A","Best Case",14,2024-08-25,2.7,-39,"No","Yes",2024-10-18,
"DEAL-00074",2024-04-15,2024-07-24,"FY2024","Q2","Apr","Bùi Thị Mai","Trần Thị Lan","Miền Bắc","Bình Dương","Tập đoàn Phú Mỹ","Retail","B2B","Yes","Mobile App Development","Services","Enterprise","Negotiation",75,"Open",3898107000,17.6,686067000,3212040000,1453448000,1758592000,54.75,"Net 60",32120000,3179920000,100,"Direct Sales","N/A","Best Case",5,2024-06-27,2.9,-11,"No","Yes",2024-10-20,
"DEAL-00075",2024-03-08,2024-03-31,"FY2024","Q1","Mar","Hoàng Thị Linh","Ngô Văn Phú","Tây Nguyên","Hải Phòng","Công ty CP Cần Thơ Holdings","Logistics","B2G","No","Warehouse Management","Software","Mid-Market","Proposal",50,"Open",221328000,11.8,26117000,195211000,65454000,129757000,66.47,"Annual Subscription",54659000,140552000,23,"Cold Outreach","N/A","Best Case",28,2024-03-23,1.1,21,"No","No",2024-06-18,"Hợp đồng đã ký"
,2024-08-23,2024-11-14,"FY2024","Q3","Aug","Hoàng Văn Đức","Bùi Thị Mai","Miền Nam","Hà Nội","Tập đoàn Sông Hồng","Construction","B2B","No","Digital Marketing Service","Services","SMB","Prospecting",5,"Open",130687000,18.2,23785000,106902000,49485000,57417000,53.71,"Monthly Subscription",26726000,80176000,83,"Inbound Lead","N/A","Pipeline",22,2024-11-09,1.8,-47,"No","Yes",2024-11-25,"Cần demo sản phẩm"
"DEAL-00077",2024-11-28,2024-12-31,"FY2024","Q4","Nov","Trần Văn Tuấn","Lê Văn Minh","Miền Bắc","Cần Thơ","Công ty TNHH Gia Bảo","Manufacturing","B2G","Yes","IT Infrastructure","Hardware","Enterprise","Qualification",15,"Open",1457209000,6.4,93261000,1363948000,580087000,783861000,57.47,"Upfront",368266000,995682000,104,"Event/Trade Show","N/A","Pipeline",27,2024-12-01,2.9,-7,"No","No",2025-02-28,"Hợp đồng đã ký"
"DEAL-00078",2024-03-28,2024-07-15,"FY2024","Q1","Mar","Hoàng Thị Linh","Bùi Thị Mai","Miền Nam","Đà Nẵng","Công ty CP Kim Long","Manufacturing","B2B","No","Warehouse Management","Software","Mid-Market","Qualification",15,"Open",475012000,16.1,76477000,398535000,144549000,253986000,63.73,"Upfront",115575000,282960000,109,"Upsell/Cross-sell","N/A","Pipeline",23,2024-06-19,1.6,-22,"No","No",2024-09-24,
"DEAL-00079",2024-03-22,2024-08-02,"FY2024","Q1","Mar","Nguyễn Văn Hùng","Trần Thị Lan","Miền Trung","Hà Nội","Công ty TNHH Minh Phát","Construction","B2G","Yes","CRM System","Software","SMB","Closed Won",100,"Won",104687000,13.7,14342000,90345000,31603000,58742000,65.02,"Milestone",65048000,25297000,133,"Cold Outreach","N/A","Closed",14,2024-07-23,4,58,"Yes","No",,"Cần demo sản phẩm"
"DEAL-00080",2024-01-22,2024-02-20,"FY2024","Q1","Jan","Lê Văn Minh","Hoàng Văn Đức","Miền Trung","Cần Thơ","Tập đoàn An Khang","Logistics","B2B","No","IT Support Contract","Services","Enterprise","Prospecting",5,"Open",4898421000,14.5,710271000,4188150000,1601549000,2586601000,61.76,"Milestone",1047038000,3141112000,29,"Digital Lead","N/A","Pipeline",23,2024-01-31,2.5,-31,"No","No",2024-02-29,
"DEAL-00081",2024-12-19,2024-12-31,"FY2024","Q4","Dec","Cao Văn Phong","Bùi Thị Mai","Miền Bắc","Hải Phòng","Công ty TNHH Gia Bảo","F&B","B2B","No","E-commerce Platform","Software","SMB","Prospecting",5,"Open",101651000,1.5,1525000,100126000,45127000,54999000,54.93,"Upfront",3004000,97122000,150,"Upsell/Cross-sell","N/A","Pipeline",22,2024-12-22,1.1,-4,"No","No",2025-01-12,
"DEAL-00082",2024-10-01,2024-12-31,"FY2024","Q4","Oct","Lý Thị Bích","Nguyễn Văn Hùng","Miền Trung","Đồng Nai","Công ty CP Hưng Thịnh","Logistics","B2B","No","Cloud Hosting Package","Cloud","SMB","Closed Lost",0,"Lost",128014000,12.8,16386000,111628000,34594000,77034000,69.01,"Net 60",7814000,103814000,103,"Partner Referral","No response","Omitted",18,2024-12-13,3.9,-5,"No","No",,"Khách hàng tiềm năng cao"
"DEAL-00083",2024-11-28,2024-12-31,"FY2024","Q4","Nov","Hoàng Văn Đức","Phạm Thị Thu","Miền Trung","Đà Nẵng","Công ty TNHH Hải Đăng","F&B","B2B","No","Cloud Hosting Package","Cloud","Enterprise","Closed Won",100,"Won",4765894000,13.5,643396000,4122498000,1313840000,2808658000,68.13,"Upfront",2349824000,1772674000,135,"Direct Sales","N/A","Closed",13,2024-12-31,4.5,58,"No","No",,
"DEAL-00084",2024-08-12,2024-12-31,"FY2024","Q3","Aug","Vũ Thị Hoa","Vũ Thị Hoa","Miền Nam","Hà Nội","Công ty CP Đông Phong","Retail","B2B","Yes","IT Infrastructure","Hardware","Mid-Market","Prospecting",5,"Open",354834000,8.6,30516000,324318000,113576000,210742000,64.98,"Upfront",19459000,304859000,146,"Inbound Lead","N/A","Pipeline",10,2024-12-05,2.4,-47,"No","Yes",2025-01-19,
"DEAL-00085",2024-08-10,2024-12-19,"FY2024","Q3","Aug","Đinh Văn Quân","Phạm Thị Thu","Miền Nam","Hà Nội","Tập đoàn Quảng Ninh","Finance","B2B","No","Warehouse Management","Software","Enterprise","Prospecting",5,"Open",4585066000,15.2,696930000,3888136000,1615521000,2272615000,58.45,"Upfront",272170000,3615966000,131,"Direct Sales","N/A","Pipeline",6,2024-11-24,2.8,-1,"No","No",2025-03-07,"Hợp đồng đã ký"
"DEAL-00086",2024-04-27,2024-09-14,"FY2024","Q2","Apr","Dương Thị Hạnh","Vũ Thị Hoa","Miền Trung","Đà Nẵng","Công ty CP Hưng Thịnh","Construction","B2B","Yes","IT Infrastructure","Hardware","Mid-Market","Prospecting",5,"Open",789314000,4.8,37887000,751427000,274872000,476555000,63.42,"Net 60",202885000,548542000,140,"Upsell/Cross-sell","N/A","Pipeline",24,2024-08-15,2.6,18,"No","Yes",2024-10-22,
"DEAL-00087",2024-05-19,2024-06-19,"FY2024","Q2","May","Hoàng Văn Đức","Hoàng Văn Đức","Miền Nam","Cần Thơ","Công ty CP Thái Bình Dương","Technology","B2B","No","Cloud Hosting Package","Cloud","Enterprise","Closed Lost",0,"Lost",4915115000,9.2,452191000,4462924000,1942265000,2520659000,56.48,"Upfront",178517000,4284407000,31,"Upsell/Cross-sell","Timeline not ready","Omitted",16,2024-06-06,3.3,2,"No","Yes",,
"DEAL-00088",2024-09-23,2024-10-23,"FY2024","Q3","Sep","Lê Thị Oanh","Đặng Văn Nam","Miền Bắc","Hà Nội","Công ty CP Cần Thơ Holdings","Education","B2B","No","IT Infrastructure","Hardware","Enterprise","Closed Won",100,"Won",1431935000,13.6,194743000,1237192000,357054000,880138000,71.14,"Net 60",655712000,581480000,30,"Event/Trade Show","N/A","Closed",20,2024-10-02,4.2,5,"Yes","No",,
"DEAL-00089",2024-01-27,2024-04-23,"FY2024","Q1","Jan","Ngô Văn Phú","Vũ Thị Hoa","Miền Nam","Đồng Nai","Công ty TNHH Hoàng Anh","Healthcare","B2B","Yes","BI Dashboard Solution","Software","SMB","Needs Analysis",30,"Open",173359000,5.3,9188000,164171000,41404000,122767000,74.78,"Monthly Subscription",19701000,144470000,87,"Upsell/Cross-sell","N/A","Pipeline",2,2024-04-05,1.1,23,"No","Yes",2024-07-20,
"DEAL-00090",2024-09-10,2024-12-20,"FY2024","Q3","Sep","Phạm Văn Thắng","Lê Văn Minh","Tây Nguyên","Hà Nội","Công ty CP Đông Phong","F&B","B2B","No","HR Management Suite","Software","Enterprise","Prospecting",5,"Open",4577242000,9.6,439415000,4137827000,960390000,3177437000,76.79,"Milestone",455161000,3682666000,101,"Cold Outreach","N/A","Pipeline",10,2024-12-11,1.4,-29,"No","No",2025-02-12,"Đang chờ phê duyệt ngân sách"
"DEAL-00091",2024-06-05,2024-09-04,"FY2024","Q2","Jun","Bùi Thị Mai","Đặng Văn Nam","Miền Bắc","Bình Dương","Công ty CP Kim Long","Logistics","B2B","No","Mobile App Development","Services","SMB","Qualification",15,"Open",71832000,17.2,12355000,59477000,14114000,45363000,76.27,"Upfront",5948000,53529000,91,"Inbound Lead","N/A","Pipeline",23,2024-08-09,2.5,27,"No","Yes",2024-10-10,"Hợp đồng đã ký"
"DEAL-00092",2024-08-04,2024-11-07,"FY2024","Q3","Aug","Trần Thị Lan","Trần Thị Lan","Tây Nguyên","Đà Nẵng","Tập đoàn Quảng Ninh","Logistics","B2B","No","Cybersecurity Package","Security","Mid-Market","Proposal",50,"Open",534487000,8.4,44897000,489590000,134490000,355100000,72.53,"Milestone",44063000,445527000,95,"Event/Trade Show","N/A","Best Case",26,2024-10-22,3.2,28,"No","No",2024-12-31,
"DEAL-00093",2024-03-08,2024-03-25,"FY2024","Q1","Mar","Ngô Văn Phú","Đặng Văn Nam","Miền Nam","Cần Thơ","Công ty CP Đồng Nai","Education","B2B","Yes","Accounting Software","Software","Mid-Market","Proposal",50,"Open",711410000,13.9,98886000,612524000,209789000,402735000,65.75,"Upfront",42877000,569647000,17,"Inbound Lead","N/A","Best Case",29,2024-03-01,2.1,17,"No","Yes",2024-04-11,"Hợp đồng đã ký"
"DEAL-00094",2024-04-21,2024-06-21,"FY2024","Q2","Apr","Cao Văn Phong","Ngô Văn Phú","Miền Nam","Hồ Chí Minh","Tập đoàn Bình Dương","Manufacturing","B2B","No","HR Management Suite","Software","SMB","Closed Lost",0,"Lost",147049000,16.1,23675000,123374000,40985000,82389000,66.78,"Monthly Subscription",20974000,102400000,61,"Partner Referral","Price too high","Omitted",26,2024-05-24,1.1,13,"No","Yes",,
"DEAL-00095",2024-03-28,2024-07-15,"FY2024","Q1","Mar","Lê Thị Oanh","Đặng Văn Nam","Miền Nam","Hồ Chí Minh","Công ty CP Á Đông","Manufacturing","B2B","No","E-commerce Platform","Software","Mid-Market","Closed Won",100,"Won",640853000,8.3,53191000,587662000,198512000,389150000,66.22,"Monthly Subscription",193928000,393734000,109,"Partner Referral","N/A","Closed",5,2024-06-25,3.3,16,"Yes","No",,
"DEAL-00096",2024-04-20,2024-09-04,"FY2024","Q2","Apr","Đinh Văn Quân","Nguyễn Văn Hùng","Tây Nguyên","Đà Nẵng","Công ty TNHH Gia Bảo","Construction","B2B","Yes","HR Management Suite","Software","Mid-Market","Negotiation",75,"Open",977870000,19.6,191663000,786207000,249463000,536744000,68.27,"Monthly Subscription",117931000,668276000,137,"Event/Trade Show","N/A","Best Case",16,2024-08-18,1.9,-42,"No","No",2024-10-25,"Hợp đồng đã ký"
"DEAL-00097",2024-08-30,2024-12-31,"FY2024","Q3","Aug","Bùi Thị Mai","Đặng Văn Nam","Tây Nguyên","Nha Trang","Tập đoàn Đà Nẵng","Finance","B2G","Yes","POS System","Hardware","Mid-Market","Closed Lost",0,"Lost",379879000,9.5,36089000,343790000,163644000,180146000,52.4,"Net 30",68758000,275032000,174,"Inbound Lead","Internal decision change","Omitted",23,2024-12-21,3.4,24,"No","Yes",,
"DEAL-00098",2024-09-17,2024-10-12,"FY2024","Q3","Sep","Phạm Thị Thu","Dương Thị Hạnh","Miền Bắc","Hà Nội","Công ty CP Kim Long","Construction","B2B","Yes","BI Dashboard Solution","Software","SMB","Closed Lost",0,"Lost",36799000,3.8,1398000,35401000,16037000,19364000,54.7,"Upfront",3186000,32215000,25,"Direct Sales","Internal decision change","Omitted",22,2024-10-03,3.5,-1,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00099",2024-01-08,2024-06-21,"FY2024","Q1","Jan","Vũ Thị Hoa","Nguyễn Văn Hùng","Miền Nam","Bình Dương","Tập đoàn Sông Hồng","Healthcare","B2B","No","IT Infrastructure","Hardware","Mid-Market","Closed Lost",0,"Lost",547453000,16.8,91972000,455481000,220726000,234755000,51.54,"Milestone",40993000,414488000,165,"Digital Lead","No budget","Omitted",15,2024-06-20,2.7,-38,"No","No",,"Cần demo sản phẩm"
"DEAL-00100",2024-06-07,2024-11-29,"FY2024","Q2","Jun","Dương Thị Hạnh","Đặng Văn Nam","Tây Nguyên","Đồng Nai","Tập đoàn Mỹ Hưng","Real Estate","B2B","No","Cloud Hosting Package","Cloud","SMB","Needs Analysis",30,"Open",178966000,17,30424000,148542000,65492000,83050000,55.91,"Milestone",20796000,127746000,175,"Partner Referral","N/A","Pipeline",27,2024-11-26,1.2,21,"No","No",2025-01-23,
"DEAL-00101",2024-05-04,2024-06-20,"FY2024","Q2","May","Vũ Thị Hoa","Ngô Văn Phú","Tây Nguyên","Bình Dương","Tập đoàn Tân Việt","Construction","B2B","No","Mobile App Development","Services","Enterprise","Negotiation",75,"Open",3392839000,17.6,597140000,2795699000,1312581000,1483118000,53.05,"Milestone",55914000,2739785000,47,"Cold Outreach","N/A","Best Case",24,2024-06-03,2.3,10,"No","No",2024-09-08,
"DEAL-00102",2024-05-30,2024-06-15,"FY2024","Q2","May","Lê Văn Minh","Vũ Thị Hoa","Miền Trung","Cần Thơ","Tập đoàn Bình Dương","F&B","B2B","No","Digital Marketing Service","Services","SMB","Prospecting",5,"Open",123796000,8.8,10894000,112902000,27526000,85376000,75.62,"Milestone",30484000,82418000,16,"Partner Referral","N/A","Pipeline",13,2024-05-25,1.8,10,"No","Yes",2024-09-12,"Khách hàng tiềm năng cao"
"DEAL-00103",2024-10-21,2024-12-31,"FY2024","Q4","Oct","Lê Văn Minh","Hoàng Văn Đức","Tây Nguyên","Cần Thơ","Công ty TNHH Nha Trang","Manufacturing","B2B","No","POS System","Hardware","SMB","Closed Won",100,"Won",17305000,4.2,727000,16578000,6663000,9915000,59.81,"Upfront",8786000,7792000,164,"Partner Referral","N/A","Closed",27,2024-12-26,4.1,32,"No","No",,"Cần demo sản phẩm"
"DEAL-DUPLICATE",2025-01-02,2024-10-02,"FY2024","Q2","Apr","Hoàng Thị Linh","Bùi Thị Mai","Miền Bắc","Đà Nẵng","Công ty CP Á Đông","Other","B2G","No","IT Infrastructure","Hardware","SMB","Closed Won",100,"Won",,0,1570000,15878000,7712000,8166000,21753000,"Annual Subscription",13655000,2223000,167,"Inbound Lead","N/A","Closed",11,2024-09-24,3.6,1,"Yes","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00105",2024-08-13,2024-09-08,"FY2024","Q3","Aug","Trần Thị Lan","Trần Thị Lan","Miền Nam","Hồ Chí Minh","Công ty TNHH Bảo Việt","Education","B2B","No","E-commerce Platform","Software","SMB","Needs Analysis",30,"Open",164864000,11.7,19289000,145575000,60865000,84710000,58.19,"Net 30",4367000,141208000,26,"Partner Referral","N/A","Pipeline",6,2024-08-20,1.6,17,"No","Yes",2024-11-06,"Hợp đồng đã ký"
